"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: listSize","Param: listType","Param: maxItems"
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,27.642033,3.248012,"us/op",1000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,27.652901,4.031397,"us/op",1000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,28.554715,2.244159,"us/op",1000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,29.069306,0.964820,"us/op",1000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,31.348148,0.619619,"us/op",1000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2304.210691,12.383714,"us/op",10000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2329.967218,73.870760,"us/op",10000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2320.381083,54.483469,"us/op",10000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2319.621089,38.227815,"us/op",10000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2312.704936,34.945898,"us/op",10000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2349.982497,30.371914,"us/op",10000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2343.238205,24.529611,"us/op",10000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2309.042308,74.863341,"us/op",10000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2335.348160,48.770501,"us/op",10000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,2291.310509,47.951404,"us/op",10000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,303.579154,22.426605,"us/op",10000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,308.716580,25.283932,"us/op",10000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,308.048934,25.054772,"us/op",10000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,296.398757,19.909102,"us/op",10000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,297.530253,28.948629,"us/op",10000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,64902.693213,2369.297692,"us/op",100000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,62759.492801,5039.140872,"us/op",100000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,66869.296813,1702.624781,"us/op",100000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,60478.387570,12641.659624,"us/op",100000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,56654.433671,11293.413759,"us/op",100000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,50280.841557,13923.926020,"us/op",100000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,49789.709942,11816.044926,"us/op",100000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,56166.954659,21178.574230,"us/op",100000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,52616.317749,6663.051136,"us/op",100000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,46716.907104,9133.723850,"us/op",100000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10136.064703,2850.276580,"us/op",100000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10888.894777,3725.165605,"us/op",100000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,10197.923203,3957.147398,"us/op",100000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,11219.541085,4076.236473,"us/op",100000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,9569.200998,2050.936989,"us/op",100000,LinkedListSorted,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,662720.958435,47234.747924,"us/op",1000000,ArrayShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,649650.454878,32117.721578,"us/op",1000000,ArrayShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,677449.741985,64221.691648,"us/op",1000000,ArrayShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,666658.609500,39354.739443,"us/op",1000000,ArrayShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,658604.210077,21510.040403,"us/op",1000000,ArrayShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,729763.736987,53140.039204,"us/op",1000000,LinkedListShuffled,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,748200.432987,43336.549272,"us/op",1000000,LinkedListShuffled,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,735480.333810,38301.251148,"us/op",1000000,LinkedListShuffled,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,724596.295952,23953.475616,"us/op",1000000,LinkedListShuffled,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,720477.377206,33502.791226,"us/op",1000000,LinkedListShuffled,250
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,82821.270664,1274.584981,"us/op",1000000,LinkedListSorted,1
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,87855.811230,11644.505493,"us/op",1000000,LinkedListSorted,5
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,83338.156272,2736.996308,"us/op",1000000,LinkedListSorted,10
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,82581.591351,1674.436980,"us/op",1000000,LinkedListSorted,100
"com.zigurs.karlis.utils.sort.SortOperations.streamSort","avgt",1,9,85369.622385,11573.295639,"us/op",1000000,LinkedListSorted,250
